ABN,Charity_Legal_Name,State,Postcode,Charity_Size,Operates_in_VIC,PBI,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,Gay_Lesbian_Bisexual,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth
12041298204,Interserve Development Limited,VIC,3153,Large,Y,Y,,,,,,,,,,Y,,,,,,,Y,,Y,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,
12048446864,Churchill & District News,VIC,3842,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
12060206671,Concern Australia Ministry Inc.,VIC,3019,Small,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,,,,,Y
12068206140,Melbourne Fatima Centre,VIC,3163,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,
12069130463,Baptcare Ltd,VIC,3124,Large,Y,Y,,,,Y,,,,,,,Y,,,Y,Y,Y,,Y,,Y,,,,,,Y,,,,,Y,,,,,,,Y
12076978407,Hawthorn Presbyterian Church,VIC,3122,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12077296483,Balwyn RSL Sub-Branch Patriotic Fund,VIC,3000,Small,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
12084464648,Rock Art Australia,VIC,3000,Large,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
12088954419,Kyabram Hospital Auxilliary,VIC,3620,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12099005704,Power Assist,VIC,3145,Small,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
12100506671,The Trustee For The Amoha Foundation,VIC,3130,Small,,,,,,Y,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
12101549508,Lighthouse Foundation,VIC,3121,Large,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,,Y,,,Y,,,,,,,,,Y
12102649968,The Trustee For Community Enterprise Charitable Fund,VIC,3550,Large,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,
12106109501,Transfamily INCORPORATED,VIC,3053,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
12109065315,The Trustee For The Australian Student Christian Movement Trust,VIC,3065,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
12118593561,Rex Theatre Museum Ltd,VIC,3525,Small,Y,,,Y,,,,,,,,,,,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,Y
12126972331,Nhill Lutheran School,VIC,3418,Large,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
12128608147,Crossculture Church Of Christ Inc,VIC,3000,Large,Y,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,,,,,,,,Y,Y
12131486228,Dingee Bush Nursing Centre Incorporated,VIC,3571,Medium,Y,,,,,Y,,,,,,,,,,Y,Y,,,,,,Y,,,Y,Y,Y,,,,,,,Y,,,,,
12131835338,Hamerkaz Shelanu Incorporated,VIC,3185,Large,Y,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,Y,,,,Y,Y,,,,Y,Y,,,Y,,,,Y
12134711292,Insight Education Centre For The Blind And Vision Impaired,VIC,3806,Large,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
12136877702,Link Health and Community Limited,VIC,3150,Large,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12141611234,Melbourne Indigenous Transition School,VIC,3121,Large,Y,Y,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,
12144783728,Association Of Australian Medical Research Institutes Limited,VIC,3050,Medium,,,,,,Y,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,Y,Y,,Y,,,,Y,Y
12148246851,Eastern Area Multiple Birth Association Inc.,VIC,3131,Small,Y,,,,,Y,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,
12151724980,Chapter Seven Limited,VIC,3132,Small,Y,Y,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,Y,,,,,Y,Y,
12152039573,Merri Common Equity Rentalhousing Co-Operative Ltd,VIC,3070,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12153358313,The Biography Program,VIC,3004,Small,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,
12162234589,Hartley Ridge/Singleton Preschool Association Incorporated,VIC,3802,Small,Y,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,
12175281492,Ballarat Mechanics Institute Foundation,VIC,3350,Small,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12190400493,Live for Lily Foundation,VIC,3032,Small,Y,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y
12198982157,Church Of Hope Inc,VIC,3805,Small,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,Y,Y,Y,,Y,Y,,,Y,,Y,,,Y,,Y,,Y
12201708163,The Trustee For The Hugh D T Williamson Foundation Trust,VIC,3001,Large,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
12208406096,Birchip RSL Sub-Branch Patriotic Fund,VIC,3000,Small,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
12213859961,Mindful Makings Inc,VIC,3172,Small,Y,,,,,,,,,,,,Y,,,Y,,,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,Y,,Y,,Y
12218214467,Melbourne Tramcar Preservation Association Inc.,VIC,3351,Small,Y,,,Y,,,,,,,,,,,,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,,,,,,,,,,,,Y
12234347734,Bidwell-Maap Aboriginal Corporation,VIC,3909,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
12263432502,Homily Fellowship Wesleyan Methodist Church,VIC,3107,Small,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
12274345626,Hamilton Pastoral & Agricultural Society Inc.,VIC,3300,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12290272980,Saint John Of God Hospital Auxiliary,VIC,3220,Small,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
12295768733,Feeding Young Minds Inc,VIC,3166,Small,Y,,,,Y,,,,,,,,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,Y,Y,Y,,,Y
12310807835,Connections Church Inverloch Inc.,VIC,3996,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,,Y,Y,,,,,,,,Y,,,,,Y
12328206646,Lakes Entrance Baptist Church,VIC,3909,Small,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,
12367801510,Anglican Parish Of Westmeadows/Bulla,VIC,3049,Small,Y,,,,,,,,,,,Y,,,,,Y,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,
12374719136,J & X Charity Association Incorporated,VIC,3053,Medium,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12376130955,Trustee for Solowiejczyk Charitable Foundation,VIC,3143,Medium,Y,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,
12385598737,Ballarat Pink Phoenix Breast Cancer Support Group Inc.,VIC,3356,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
12389457577,Friends Of Stony Creek,VIC,3013,Small,Y,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y
12396788687,The Basin Theatre Group Inc,VIC,3154,Small,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12417895581,The Turkish Islamic Society  Mildura Inc.,VIC,3500,Small,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,,,
12440436763,Allansford Uniting Church,VIC,3277,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12450469547,The Trustee for Beit Rafael Benevolent Institution,VIC,3183,Medium,Y,Y,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,,,,,Y,Y,,Y,,,,,Y
12451824370,Warragul District Parent Controlled Christian School Association Inc,VIC,3818,Large,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,,,,,,,,Y
12459786972,The Community Of The Holy Name,VIC,3192,Small,Y,,,,,,,,,,,Y,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,
12477852683,NHW Pennydale Incorporated,VIC,3192,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
12486106821,FAIRFIELD-ALPHINGTON RSL SUB-BRANCH PATRIOTIC FUND,VIC,3000,Small,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
12487307996,Rado Family Foundation,VIC,3000,Large,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12487582597,SUNSHINE RSL SUB-BRANCH PATRIOTIC FUND,VIC,3000,Medium,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
12488712035,Church Of The Ascension Anglican Church Springvale,VIC,3171,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
12514839821,Berrabri Pre School Association Inc,VIC,3179,Small,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
12518866536,Light Community Baptist Church,VIC,3135,Small,Y,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,,,,,,Y,,,,,,,,,,,,Y
12521055615,Hope Centre Incorporated,VIC,3046,Small,Y,,,,,,,,,,,Y,,,,Y,,Y,,,,,,Y,,Y,,,,,,,,,,,,,,
12526396302,Maldon Urban Landcare Inc.,VIC,3463,Small,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12533636427,Carers Victoria Limited,VIC,3011,Large,Y,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,Y
12534505930,Canterbury Girls' Secondary College Foundation,VIC,3126,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12535893514,International Clinical Skills Foundation Incorporated,VIC,3934,Small,Y,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,
12547402345,The Trustee For St Patricks Cathedral Melbourne Music Trust,VIC,8002,Small,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12566946365,The Australian Cartoon Museum Inc,VIC,3008,Small,Y,,,Y,Y,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,Y,,,,,Y,,,,Y
12570495196,Australian Society for Microbiology Research Trust,VIC,3065,Small,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12579094551,Melbourne Affordable Psychology Inc,VIC,3032,Small,Y,,,,,Y,,,,,,,Y,,,Y,Y,,,,Y,,Y,Y,Y,,Y,Y,,,,Y,,,,,,,,Y
12579429437,Maroondah City Church Incorporated,VIC,3134,Small,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
12601532549,Christian College Geelong Foundation Ltd,VIC,3216,Small,Y,,,,Y,,,,,Y,,Y,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,,,Y
12605479776,Green Day Lifehouse Limited,VIC,3052,Small,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12613637729,Gods Royal Assembly Inc,VIC,3036,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
12614135787,The King David School ELC Limited,VIC,3143,Large,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
12616133183,Kindred Spirits Enterprises,VIC,3840,Medium,,Y,,,Y,Y,,,,,Y,,Y,,Y,,,Y,,,Y,,,,,,,,,,,,,,Y,,,,,
12616455941,Good Old Days Working Farm Museum Inc,VIC,3336,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12620712987,Connextions Limited,VIC,3690,Large,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
12624622836,The Trustee For The Anglican Diocese Of Melbourne Aborigines' Trust Fund,VIC,3000,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12625483909,PRADER-WILLI SYNDROME AUSTRALIA LTD,VIC,3101,Small,Y,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
12627196249,Type 1 Diabetes Learning Centre Limited,VIC,3220,,Y,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,Y
12630679686,ORTHOSPORT VICTORIA RESEARCH UNIT LTD,VIC,3121,Medium,Y,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y
12643054953,Frankston Rsl Sub Branch Inc,VIC,3199,Large,Y,,,,,Y,,,,Y,,,Y,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,
12643592318,MSSP Philippines Appeal,VIC,3052,Small,Y,Y,,,Y,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
12643602869,U3A Croydon Inc,VIC,3136,Small,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
12645166909,SUPPORT 4 EMPLOYMENT LIMITED,VIC,3011,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y
12650790270,International Association Of Chiron Healers Incorporated,VIC,3350,Small,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,Y,Y,,,,,,,,,,,,,
12658058669,Newport RSL Sub-Branch Welfare Patriotic Fund,VIC,3000,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
12659477973,Nagle College,VIC,3875,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
12667902049,The Trustee for Natural Resources Conservation Trust,VIC,3103,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
12678149483,Melbourne Eternal Church (MEC) Incorporated,VIC,3008,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y
12687887276,Ability Dignity Access Management inc.,VIC,3783,Large,Y,Y,,,,,,,Y,,,,Y,,,Y,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,
12694715490,Big Love Foundation Inc,VIC,3564,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
12712440531,MORNINGTON PENINSULA FRIENDS OF LOSPALOS INCORPORATED,VIC,3942,,Y,Y,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
12716617625,Melbourne Steam Traction Engine Club Incorporated,VIC,3179,Small,Y,,,Y,,,,,,Y,,,,,,Y,Y,Y,,,,Y,Y,,,Y,Y,,,,,,,,,,,,,Y
12716912401,Catholic Education Office Warragul,VIC,3820,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y
12725592873,MORWELL RSL SUB-BRANCH PATRIOTIC FUND,VIC,3000,Small,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
12726198672,St Stephens Anglican Church Belmont,VIC,3216,Small,Y,,,,,,,,,,,Y,,,,Y,Y,,,Y,,Y,Y,Y,,,Y,Y,,,Y,,Y,,,Y,,,,Y
12749683753,Poets Grove Family And Children's Centre Inc.,VIC,3184,Large,Y,,,Y,,,,,,,Y,,Y,,,,,,,Y,,Y,,,,,,,Y,,,,,,,,,,,
12754128450,The Trustee For Victorian Farmers Federation Scholarship Fund,VIC,3000,Small,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12760481280,Partisans Australia Inc.,VIC,3818,Small,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
12768976538,St Bernadettes Catholic Church North Sunshine,VIC,3020,Medium,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12781391829,Baha'i Community of Moreland,VIC,3056,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12794493795,WURRUK COMMUNITY HOUSE INC,VIC,3850,,Y,Y,,,,,,,,,,,Y,,,,,,,,,Y,Y,Y,,Y,Y,,Y,,,,,,Y,Y,,,,
12794935230,Young People's Legal Rights Centre Inc,VIC,3053,Medium,Y,Y,,,,,Y,,Y,,,,Y,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,Y,,Y
12807568469,The Humble Mission of Melbourne Incorporated,VIC,3037,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,Y,,,,Y,,Y,Y,,,,,,,,,
12808897863,St Malachy's School,VIC,3318,Large,Y,,,,Y,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y
12831286797,Cornwall Units,VIC,3152,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
12843173532,The Trustee for THE KOREA VETERANS RSL SUB BRANCH WELFARE PATRIOTIC FUND W514 TRUST,VIC,3000,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
12845268429,Kindilan Foundation PTY LTD,VIC,3393,Medium,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
12847527692,Swan Bay Environment Association Inc.,VIC,3225,Small,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12849401827,The Marin Charitable Trust,VIC,3004,Small,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,Y,,,,,,Y,Y,,,,,,,
12849502186,ELF SQUAD INC,VIC,3215,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
12859264155,Belgium Avenue Neighbourhood House Incorporated,VIC,3121,Medium,Y,Y,,,,,,,,,,,Y,,,,Y,,,,Y,,,,Y,,,Y,,,,,Y,,,,,,,
12863063082,Holy Spirit School-Thornbury East,VIC,3071,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
12873139250,The Bible Museum Inc.,VIC,3478,Small,Y,,,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12886519613,The Trustee For Australian Wool Education Trust,VIC,3031,Medium,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
12887490236,The Sweethearts Foundation Inc,VIC,3220,Medium,Y,,,Y,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,
12890535085,Noble Park Christian Church,VIC,3172,Small,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
12894273278,United Pentecostal Church Of Lynbrook Inc.,VIC,3975,Small,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
12894364209,The Friends of the Castlemaine Art Museum Incorporated,VIC,3450,Small,Y,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,
12901071775,The Trustee For The Inner North Community Foundation Charitable Fund,VIC,3070,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12926315334,Seed Community Church Inc,VIC,3585,Small,Y,,,,,,,,,,,Y,,,,Y,Y,,,,,Y,Y,Y,,,Y,,,,,,Y,,Y,Y,,,,Y
12960738028,Uca - Dingee,VIC,3571,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12966768575,Uca - Berriwillock,VIC,3531,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12970362691,The Trustee For Doncaster Community Church Of Christ Tax Deduction Gift Fund,VIC,3108,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12974015985,Centre For Non-Violence,VIC,3550,Large,Y,Y,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,Y,,Y,Y,Y,Y,,Y,,Y
12983827488,Melbourne Glory Church Inc,VIC,3103,Medium,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12985134979,South Camberwell Uniting Church Gospel Hall,VIC,3124,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
12985332280,Amal Youssef Foundation Inc.,VIC,3021,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
12988740733,Door Of Faith Church Inc,VIC,3912,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,,Y,Y,,,,,,,,,,,,,Y
12996229221,St Johns Lutheran Primary School Portland,VIC,3305,Large,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,
13004056660,Trinity Grammar School Kew,VIC,3101,Large,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,,,Y
13004635821,The George Hicks Foundation Ltd.,VIC,3000,Small,Y,,,,,,,,,,,,Y,,,,,Y,,Y,,Y,,,,,,,,,Y,,Y,,,,,,,Y
13005130272,Open House Christian Involvement Centres,VIC,3085,Medium,Y,Y,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,,,Y,,Y,,Y,,Y
13005235647,The Plenty Valley Montessori School Association,VIC,3088,Large,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,Y,,,,,,,,,,,,,,
13005477038,Reachout Enterprises Ltd,VIC,3451,Large,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
13012989761,Early Childhood Management Services Inc,VIC,3070,Large,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
13025599242,Merri Creek Management Committee Inc,VIC,3057,Large,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
13037159114,Wonthaggi & District Elderly Citizens Homes Inc,VIC,3995,Large,Y,Y,,,,,,,,,,,,,Y,Y,Y,,,,Y,,Y,Y,Y,,Y,Y,,,Y,,Y,,Y,,Y,,,
13046081944,Tamil Educational Cultural & Charitable Association,VIC,3336,Medium,Y,,,Y,,,,,,Y,,,Y,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,,
13059671417,Hastings Seafarers Centre Inc,VIC,3915,Small,Y,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,,Y,,,,,,,,,,,,,
13062042951,U.A.M. Ministries,VIC,3016,Small,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,
13064658975,Genazzano FCJ College Limited,VIC,3101,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y
13070898648,GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA CONSOLIDATED TRUST PARISH OF ST JOHNS NORTH CARLTON,VIC,3054,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
13082367638,AG Leech Kindergarten Inc,VIC,3465,Small,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
13083011858,Rippon Lea Endowment Fund Ltd,VIC,3802,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
13086682822,The ARK of Veterans,VIC,3984,Small,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,
13089435931,The Trustee For Richard Pratt Fellowships In Prostate Cancer,VIC,3006,Small,Y,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,
13094186877,Playgroup Victoria Inc.,VIC,3056,Large,,,,,Y,,,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,Y,,,,,
13100005561,Prader-Willi Syndrome Association of Australia Inc,VIC,3101,Small,Y,,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,
13100996768,St Peters College,VIC,3977,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
13103345213,The Russian Imperial Order of Saint Michael Archangel,VIC,3173,Small,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,Y,
13103896920,Engineers Without Borders Australia Ltd,VIC,3051,,Y,,,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y
13109180782,Masih Church Melbourne Inc.,VIC,3336,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,,,,Y,Y,,,Y,,,,Y
13110446709,Quest Foundation Inc,VIC,3101,Small,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
13123147731,Habitat Restoration Fund,VIC,3936,Small,Y,,,,,,,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,
13123895447,Ryder-Cheshire Australia Limited,VIC,3123,Medium,Y,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
13136824392,Bass Coast Landcare Network Inc,VIC,3991,Large,Y,,,,,,,Y,,,,,,,Y,,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,Y
